coverages,resource_id,date_last_updated,bag_url,science_metadata_url,creator,resource_map_url,immutable,resource_title,shareable,discoverable,published,date_created,resource_url,public,resource_type
[],0f27ff6ecd8a49148f7367a4856020af,09-07-2016,http://www.hydroshare.org/django_irods/download/bags/0f27ff6ecd8a49148f7367a4856020af.zip,http://www.hydroshare.org/hsapi/resource/0f27ff6ecd8a49148f7367a4856020af/scimeta/,Dan Ames,http://www.hydroshare.org/hsapi/resource/0f27ff6ecd8a49148f7367a4856020af/map/,False,Demo Utah Mashup Map,True,True,False,07-27-2016,http://www.hydroshare.org/resource/0f27ff6ecd8a49148f7367a4856020af/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 71.39158761972712, u'projection': u'WGS84 EPSG:4326', u'units': [u'Decimal degrees'], u'southlimit': 17.67385476373761, u'eastlimit': 179.77486827000186, u'westlimit': -179.1448676262717}}]",d15b9934f34e4c57913b3cb53966d5c7,11-17-2017,http://www.hydroshare.org/django_irods/download/bags/d15b9934f34e4c57913b3cb53966d5c7.zip,http://www.hydroshare.org/hsapi/resource/d15b9934f34e4c57913b3cb53966d5c7/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/d15b9934f34e4c57913b3cb53966d5c7/map/,False,Lower Nooksack Water Budget (LNWB),True,True,False,07-28-2016,http://www.hydroshare.org/resource/d15b9934f34e4c57913b3cb53966d5c7/,True,CollectionResource
[],f3460ce144ab420bbede29b1437bd8fc,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/f3460ce144ab420bbede29b1437bd8fc.zip,http://www.hydroshare.org/hsapi/resource/f3460ce144ab420bbede29b1437bd8fc/scimeta/,Mary Dumas,http://www.hydroshare.org/hsapi/resource/f3460ce144ab420bbede29b1437bd8fc/map/,False,LNWB Ch01 Public Processes - Outreach and Review,True,True,False,07-28-2016,http://www.hydroshare.org/resource/f3460ce144ab420bbede29b1437bd8fc/,True,GenericResource
[],d36dd0975ee848758471d4612feb559e,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/d36dd0975ee848758471d4612feb559e.zip,http://www.hydroshare.org/hsapi/resource/d36dd0975ee848758471d4612feb559e/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/d36dd0975ee848758471d4612feb559e/map/,False,LNWB Ch02 Model Processes - model code,True,True,False,07-28-2016,http://www.hydroshare.org/resource/d36dd0975ee848758471d4612feb559e/,True,ModelProgramResource
"[{u'type': u'point', u'value': {u'units': u'Decimal degrees', u'east': -111.79037792900866, u'north': 41.742218079931135, u'projection': u'WGS 84 EPSG:4326'}}]",7ca4a9c95d344825b68e868ec446c8ca,10-10-2016,http://www.hydroshare.org/django_irods/download/bags/7ca4a9c95d344825b68e868ec446c8ca.zip,http://www.hydroshare.org/hsapi/resource/7ca4a9c95d344825b68e868ec446c8ca/scimeta/,David Tarboton,http://www.hydroshare.org/hsapi/resource/7ca4a9c95d344825b68e868ec446c8ca/map/,False,Logan Outlet,True,True,False,08-01-2016,http://www.hydroshare.org/resource/7ca4a9c95d344825b68e868ec446c8ca/,True,GeographicFeatureResource
[],7ccd68835ff14c1d856c704591c77a8a,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/7ccd68835ff14c1d856c704591c77a8a.zip,http://www.hydroshare.org/hsapi/resource/7ccd68835ff14c1d856c704591c77a8a/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/7ccd68835ff14c1d856c704591c77a8a/map/,False,LNWB Ch03 Data Processes - data management plan,True,True,False,08-01-2016,http://www.hydroshare.org/resource/7ccd68835ff14c1d856c704591c77a8a/,True,GenericResource
[],2d58ac373e4f4174a3050a046aaf121e,08-17-2017,http://www.hydroshare.org/django_irods/download/bags/2d58ac373e4f4174a3050a046aaf121e.zip,http://www.hydroshare.org/hsapi/resource/2d58ac373e4f4174a3050a046aaf121e/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/2d58ac373e4f4174a3050a046aaf121e/map/,False,LNWB Ch04 Climate Data,True,True,False,08-01-2016,http://www.hydroshare.org/resource/2d58ac373e4f4174a3050a046aaf121e/,True,CollectionResource
[],66614536629146748c78ca799540b1b3,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/66614536629146748c78ca799540b1b3.zip,http://www.hydroshare.org/hsapi/resource/66614536629146748c78ca799540b1b3/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/66614536629146748c78ca799540b1b3/map/,False,LNWB Ch04 Climate Data - inputs,True,True,False,08-01-2016,http://www.hydroshare.org/resource/66614536629146748c78ca799540b1b3/,True,GenericResource
[],120eac90fa3b45bab473e1914f686ca0,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/120eac90fa3b45bab473e1914f686ca0.zip,http://www.hydroshare.org/hsapi/resource/120eac90fa3b45bab473e1914f686ca0/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/120eac90fa3b45bab473e1914f686ca0/map/,False,LNWB Ch04 Climate Data - processing in Matlab,True,True,False,08-01-2016,http://www.hydroshare.org/resource/120eac90fa3b45bab473e1914f686ca0/,True,GenericResource
[],3b6d4604e82745308f7293d10a5f2349,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/3b6d4604e82745308f7293d10a5f2349.zip,http://www.hydroshare.org/hsapi/resource/3b6d4604e82745308f7293d10a5f2349/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/3b6d4604e82745308f7293d10a5f2349/map/,False,LNWB Ch04 Climate Data - outputs,True,True,False,08-01-2016,http://www.hydroshare.org/resource/3b6d4604e82745308f7293d10a5f2349/,True,GenericResource
[],52c392aa8833445e9dfc1a0cb721e087,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/52c392aa8833445e9dfc1a0cb721e087.zip,http://www.hydroshare.org/hsapi/resource/52c392aa8833445e9dfc1a0cb721e087/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/52c392aa8833445e9dfc1a0cb721e087/map/,False,LNWB Ch04 Climate Data - geodatabase,True,True,False,08-02-2016,http://www.hydroshare.org/resource/52c392aa8833445e9dfc1a0cb721e087/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 48.9998483280513, u'projection': u'WGS84 EPSG:4326', u'units': [u'Decimal degrees'], u'southlimit': 48.647437452775456, u'eastlimit': -122.05322938274948, u'westlimit': -122.7974328497317}}]",479ae9daeec34b48885f7645ea0966b4,10-22-2017,http://www.hydroshare.org/django_irods/download/bags/479ae9daeec34b48885f7645ea0966b4.zip,http://www.hydroshare.org/hsapi/resource/479ae9daeec34b48885f7645ea0966b4/scimeta/,Peter Gill,http://www.hydroshare.org/hsapi/resource/479ae9daeec34b48885f7645ea0966b4/map/,False,LNWB Ch05 Land Cover,True,True,False,08-02-2016,http://www.hydroshare.org/resource/479ae9daeec34b48885f7645ea0966b4/,True,CollectionResource
[],173b983c535a47e2a39924aea869688c,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/173b983c535a47e2a39924aea869688c.zip,http://www.hydroshare.org/hsapi/resource/173b983c535a47e2a39924aea869688c/scimeta/,Peter Gill,http://www.hydroshare.org/hsapi/resource/173b983c535a47e2a39924aea869688c/map/,False,LNWB Ch05 Land Cover - data processing,True,True,False,08-02-2016,http://www.hydroshare.org/resource/173b983c535a47e2a39924aea869688c/,True,GenericResource
[],207c37ac2733409792965d903bf1a45b,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/207c37ac2733409792965d903bf1a45b.zip,http://www.hydroshare.org/hsapi/resource/207c37ac2733409792965d903bf1a45b/scimeta/,Peter Gill,http://www.hydroshare.org/hsapi/resource/207c37ac2733409792965d903bf1a45b/map/,False,"LNWB Ch05 Land Cover - subbasins, charts, and tables",True,True,False,08-02-2016,http://www.hydroshare.org/resource/207c37ac2733409792965d903bf1a45b/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 48.9998483280513, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 48.647437452775456, u'eastlimit': -122.05322938274948, u'westlimit': -122.7974328497317}}]",ee8ad4fd6c484041950d597a19b9f21e,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/ee8ad4fd6c484041950d597a19b9f21e.zip,http://www.hydroshare.org/hsapi/resource/ee8ad4fd6c484041950d597a19b9f21e/scimeta/,Peter Gill,http://www.hydroshare.org/hsapi/resource/ee8ad4fd6c484041950d597a19b9f21e/map/,False,LNWB Ch05 Land Cover - shape files,True,True,False,08-02-2016,http://www.hydroshare.org/resource/ee8ad4fd6c484041950d597a19b9f21e/,True,GeographicFeatureResource
[],66a39dc5f80b4d90a4366a720928e3ad,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/66a39dc5f80b4d90a4366a720928e3ad.zip,http://www.hydroshare.org/hsapi/resource/66a39dc5f80b4d90a4366a720928e3ad/scimeta/,Peter Gill,http://www.hydroshare.org/hsapi/resource/66a39dc5f80b4d90a4366a720928e3ad/map/,False,LNWB Ch05 Land Cover - layers,True,True,False,08-02-2016,http://www.hydroshare.org/resource/66a39dc5f80b4d90a4366a720928e3ad/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 71.39158761972712, u'projection': u'WGS84 EPSG:4326', u'units': [u'Decimal degrees'], u'southlimit': 17.67385476373761, u'eastlimit': 179.77486827000186, u'westlimit': -179.1448676262717}}]",fb17642c00bc4c3489878a672322caa4,11-16-2017,http://www.hydroshare.org/django_irods/download/bags/fb17642c00bc4c3489878a672322caa4.zip,http://www.hydroshare.org/hsapi/resource/fb17642c00bc4c3489878a672322caa4/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/fb17642c00bc4c3489878a672322caa4/map/,False,LNWB Ch06 Soil Processes and Inputs,True,True,False,08-02-2016,http://www.hydroshare.org/resource/fb17642c00bc4c3489878a672322caa4/,True,CollectionResource
"[{u'type': u'box', u'value': {u'northlimit': 71.39158761972712, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 17.67385476373761, u'eastlimit': 179.77486827000186, u'westlimit': -179.1448676262717}}]",bb01915e95234f35b296d780efeacefd,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/bb01915e95234f35b296d780efeacefd.zip,http://www.hydroshare.org/hsapi/resource/bb01915e95234f35b296d780efeacefd/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/bb01915e95234f35b296d780efeacefd/map/,False,LNWB Ch06 Soil Processes and Inputs - STATSGO soil spatial data,True,True,False,08-02-2016,http://www.hydroshare.org/resource/bb01915e95234f35b296d780efeacefd/,True,GeographicFeatureResource
[],23d4cdfd020b4d839bffedde6cf24c85,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/23d4cdfd020b4d839bffedde6cf24c85.zip,http://www.hydroshare.org/hsapi/resource/23d4cdfd020b4d839bffedde6cf24c85/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/23d4cdfd020b4d839bffedde6cf24c85/map/,False,LNWB Ch06 Soil Processes and Inputs - GIS raster grids for soil layers,True,True,False,08-02-2016,http://www.hydroshare.org/resource/23d4cdfd020b4d839bffedde6cf24c85/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 49.00266687460992, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 48.64334124189953, u'eastlimit': -121.94455832983553, u'westlimit': -122.7832826877349}}]",497aea7c3b614e61a61ca808c32d55a2,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/497aea7c3b614e61a61ca808c32d55a2.zip,http://www.hydroshare.org/hsapi/resource/497aea7c3b614e61a61ca808c32d55a2/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/497aea7c3b614e61a61ca808c32d55a2/map/,False,LNWB Ch06 Soil Processes and Inputs -  SSURGO soil spatial data,True,True,False,08-02-2016,http://www.hydroshare.org/resource/497aea7c3b614e61a61ca808c32d55a2/,True,GeographicFeatureResource
[],e628c40866fb45949bb943b7dea5e162,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/e628c40866fb45949bb943b7dea5e162.zip,http://www.hydroshare.org/hsapi/resource/e628c40866fb45949bb943b7dea5e162/scimeta/,Peter Gill,http://www.hydroshare.org/hsapi/resource/e628c40866fb45949bb943b7dea5e162/map/,False,LNWB Ch05 Land Cover - parameter values by land cover class,True,True,False,08-03-2016,http://www.hydroshare.org/resource/e628c40866fb45949bb943b7dea5e162/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 40.82446, u'projection': u'WGS 84 EPSG:4326', u'name': u'Salt Lake County/Red Butte Creek Watershed', u'units': u'Decimal degrees', u'southlimit': 40.74075, u'eastlimit': -111.738, u'westlimit': -111.87738}}, {u'type': u'period', u'value': {u'start': u'2014-02-20', u'end': u'2014-03-28'}}]",9fdb46d929e64d0bbedbf904514dea71,02-01-2017,http://www.hydroshare.org/django_irods/download/bags/9fdb46d929e64d0bbedbf904514dea71.zip,http://www.hydroshare.org/hsapi/resource/9fdb46d929e64d0bbedbf904514dea71/scimeta/,Dasch Houdeshel,http://www.hydroshare.org/hsapi/resource/9fdb46d929e64d0bbedbf904514dea71/map/,False,"Precipitation chemistry along an elevation gradient in Red Butte Canyon, Utah",True,True,False,08-03-2016,http://www.hydroshare.org/resource/9fdb46d929e64d0bbedbf904514dea71/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2013-01-01', u'end': u'2013-01-31'}}, {u'type': u'box', u'value': {u'northlimit': 41.96, u'projection': u'WGS 84 EPSG:4326', u'name': u'Red Butte and Logan River watersheds/Multiple Watersheds', u'units': u'Decimal degrees', u'southlimit': 40.66, u'eastlimit': -111.47, u'westlimit': -112.0}}]",7ce47150ee344d4e95f2fd7bb4f660ac,09-07-2016,http://www.hydroshare.org/django_irods/download/bags/7ce47150ee344d4e95f2fd7bb4f660ac.zip,http://www.hydroshare.org/hsapi/resource/7ce47150ee344d4e95f2fd7bb4f660ac/scimeta/,Steven Hall,http://www.hydroshare.org/hsapi/resource/7ce47150ee344d4e95f2fd7bb4f660ac/map/,True,iUTAH precipitation ions and nitrogen stable isotope composition,False,True,True,08-03-2016,http://www.hydroshare.org/resource/7ce47150ee344d4e95f2fd7bb4f660ac/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2015-05-29', u'end': u'2016-08-03'}}, {u'type': u'point', u'value': {u'units': u'Decimal degrees', u'east': -111.9176, u'north': 40.7416, u'name': u'Red Butte Creek Watershed', u'projection': u'WGS 84 EPSG:4326'}}]",1846b79a648a4088aad987cc7241656f,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/1846b79a648a4088aad987cc7241656f.zip,http://www.hydroshare.org/hsapi/resource/1846b79a648a4088aad987cc7241656f/scimeta/,,http://www.hydroshare.org/hsapi/resource/1846b79a648a4088aad987cc7241656f/map/,False,iUTAH GAMUT Network Raw Data at Red Butte Creek near 900 W (1300 South) Basic Aquatic Site (RB_900W_BA),True,True,False,08-04-2016,http://www.hydroshare.org/resource/1846b79a648a4088aad987cc7241656f/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2015-09-16', u'end': u'2016-08-03'}}, {u'type': u'point', u'value': {u'units': u'Decimal degrees', u'east': -111.440195, u'north': 40.488245, u'name': u'Provo River Watershed', u'projection': u'WGS 84 EPSG:4326'}}]",b27302c4466945b190c39547b632bd0a,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/b27302c4466945b190c39547b632bd0a.zip,http://www.hydroshare.org/hsapi/resource/b27302c4466945b190c39547b632bd0a/scimeta/,,http://www.hydroshare.org/hsapi/resource/b27302c4466945b190c39547b632bd0a/map/,False,iUTAH GAMUT Network Raw Data at Flood Canal (PR_Flood_canal),True,True,False,08-04-2016,http://www.hydroshare.org/resource/b27302c4466945b190c39547b632bd0a/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2015-09-16', u'end': u'2016-08-03'}}, {u'type': u'point', u'value': {u'units': u'Decimal degrees', u'east': -111.440195, u'north': 40.488245, u'name': u'Provo River Watershed', u'projection': u'WGS 84 EPSG:4326'}}]",657b90c8a14c41b98d5fab75951ccc84,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/657b90c8a14c41b98d5fab75951ccc84.zip,http://www.hydroshare.org/hsapi/resource/657b90c8a14c41b98d5fab75951ccc84/scimeta/,,http://www.hydroshare.org/hsapi/resource/657b90c8a14c41b98d5fab75951ccc84/map/,False,iUTAH GAMUT Network Raw Data at Sage Creek Canal (PR_SageCreek_canal),True,True,False,08-04-2016,http://www.hydroshare.org/resource/657b90c8a14c41b98d5fab75951ccc84/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2014-08-14', u'end': u'2016-08-03'}}, {u'type': u'point', u'value': {u'units': u'Decimal degrees', u'east': -111.828439, u'north': 40.762522, u'name': u'Red Butte Creek Watershed', u'projection': u'WGS 84 EPSG:4326'}}]",a22bbdfb431c44a68959534c94e96392,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/a22bbdfb431c44a68959534c94e96392.zip,http://www.hydroshare.org/hsapi/resource/a22bbdfb431c44a68959534c94e96392/scimeta/,,http://www.hydroshare.org/hsapi/resource/a22bbdfb431c44a68959534c94e96392/map/,False,iUTAH GAMUT Network Raw Data near Connor Road Storm Drain Site (RB_CR_SD),True,True,False,08-04-2016,http://www.hydroshare.org/resource/a22bbdfb431c44a68959534c94e96392/,True,GenericResource
[],32faa35c14d140d3b05b43d86e8d853a,08-15-2016,http://www.hydroshare.org/django_irods/download/bags/32faa35c14d140d3b05b43d86e8d853a.zip,http://www.hydroshare.org/hsapi/resource/32faa35c14d140d3b05b43d86e8d853a/scimeta/,Sandra Villamizar,http://www.hydroshare.org/hsapi/resource/32faa35c14d140d3b05b43d86e8d853a/map/,False,"Supporting data set for the technical note ""Producing long-term series of whole-stream metabolism using readily available data to assess river ecosystem response to flow disturbances""",True,True,False,08-05-2016,http://www.hydroshare.org/resource/32faa35c14d140d3b05b43d86e8d853a/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 41.96153, u'projection': u'WGS 84 EPSG:4326', u'name': u'Multiple Watersheds', u'units': u'Decimal degrees', u'southlimit': 40.40095, u'eastlimit': -110.88089, u'westlimit': -111.97952}}, {u'type': u'period', u'value': {u'start': u'2014-01-01', u'end': u'2015-12-31'}}]",07f508a29bb043d29084d18d4981be13,08-05-2017,http://www.hydroshare.org/django_irods/download/bags/07f508a29bb043d29084d18d4981be13.zip,http://www.hydroshare.org/hsapi/resource/07f508a29bb043d29084d18d4981be13/scimeta/,Greg Carling,http://www.hydroshare.org/hsapi/resource/07f508a29bb043d29084d18d4981be13/map/,False,GAMUT Water Chemistry Data,True,True,False,08-05-2016,http://www.hydroshare.org/resource/07f508a29bb043d29084d18d4981be13/,True,GenericResource
[],7cb87c110c074c20970a0dc3c36bbd9e,09-21-2016,http://www.hydroshare.org/django_irods/download/bags/7cb87c110c074c20970a0dc3c36bbd9e.zip,http://www.hydroshare.org/hsapi/resource/7cb87c110c074c20970a0dc3c36bbd9e/scimeta/,Mike Johnson,http://www.hydroshare.org/hsapi/resource/7cb87c110c074c20970a0dc3c36bbd9e/map/,False,5 definitions of Water Security Data,True,True,False,08-04-2016,http://www.hydroshare.org/resource/7cb87c110c074c20970a0dc3c36bbd9e/,False,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 40.70979, u'projection': u'WGS 84 EPSG:4326', u'name': u'Provo River Watershed', u'units': u'Decimal degrees', u'southlimit': 40.40095, u'eastlimit': -110.88089, u'westlimit': -111.55106}}, {u'type': u'period', u'value': {u'start': u'2014-01-01', u'end': u'2015-03-20'}}]",9f189e2ae33d4994be0008e1a6688af8,01-14-2017,http://www.hydroshare.org/django_irods/download/bags/9f189e2ae33d4994be0008e1a6688af8.zip,http://www.hydroshare.org/hsapi/resource/9f189e2ae33d4994be0008e1a6688af8/scimeta/,Michael Bunnell,http://www.hydroshare.org/hsapi/resource/9f189e2ae33d4994be0008e1a6688af8/map/,False,Measuring Transpiration of Irrigated Landscape Trees in a Semi-arid Urban Environment,True,True,False,08-05-2016,http://www.hydroshare.org/resource/9f189e2ae33d4994be0008e1a6688af8/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 35.98245135784044, u'projection': u'WGS 84 EPSG:4326', u'name': u'Chapel Hill, NC', u'units': u'Decimal degrees', u'southlimit': 35.88960636579773, u'eastlimit': -79.00508880615234, u'westlimit': -79.13555145263672}}, {u'type': u'period', u'value': {u'start': u'2000-01-01', u'end': u'2004-01-01'}}]",d1095f8af3844d819d6d0ac0bf4bdb2e,09-02-2016,http://www.hydroshare.org/django_irods/download/bags/d1095f8af3844d819d6d0ac0bf4bdb2e.zip,http://www.hydroshare.org/hsapi/resource/d1095f8af3844d819d6d0ac0bf4bdb2e/scimeta/,Laurence Lin,http://www.hydroshare.org/hsapi/resource/d1095f8af3844d819d6d0ac0bf4bdb2e/map/,False,RHESSys 5.20_fixed(Lin) model for CANE_NC_wsc_FIAv2_multistrata,True,True,False,08-05-2016,http://www.hydroshare.org/resource/d1095f8af3844d819d6d0ac0bf4bdb2e/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 41.96765920367821, u'projection': u'WGS 84 EPSG:4326', u'name': u'Census Place across Utah', u'units': u'Decimal degrees', u'southlimit': 36.949891786813296, u'eastlimit': -108.9404296875, u'westlimit': -114.2138671875}}, {u'type': u'period', u'value': {u'start': u'2008-01-01', u'end': u'2012-12-31'}}]",373527434e7544fc8d68ee78cd657da9,01-06-2017,http://www.hydroshare.org/django_irods/download/bags/373527434e7544fc8d68ee78cd657da9.zip,http://www.hydroshare.org/hsapi/resource/373527434e7544fc8d68ee78cd657da9/scimeta/,Matthew Wheelwright,http://www.hydroshare.org/hsapi/resource/373527434e7544fc8d68ee78cd657da9/map/,False,Amenity Index,True,True,False,08-06-2016,http://www.hydroshare.org/resource/373527434e7544fc8d68ee78cd657da9/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 42.22038, u'projection': u'WGS 84 EPSG:4326', u'name': u'Salt Lake City/WRMA-Wasatch Range Metropolitan Area', u'units': u'Decimal degrees', u'southlimit': 39.93501, u'eastlimit': -111.32996, u'westlimit': -112.47253}}]",7be7b8eb29ce4e12b9d90b1151ce4195,11-12-2016,http://www.hydroshare.org/django_irods/download/bags/7be7b8eb29ce4e12b9d90b1151ce4195.zip,http://www.hydroshare.org/hsapi/resource/7be7b8eb29ce4e12b9d90b1151ce4195/scimeta/,Taya Carothers,http://www.hydroshare.org/hsapi/resource/7be7b8eb29ce4e12b9d90b1151ce4195/map/,False,Community Perceptions of the Three Creeks Confluence and Jordan River Corridor in Salt Lake City,True,True,False,08-06-2016,http://www.hydroshare.org/resource/7be7b8eb29ce4e12b9d90b1151ce4195/,True,GenericResource
[],978ad72af2d248febfc7eb6342a6b436,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/978ad72af2d248febfc7eb6342a6b436.zip,http://www.hydroshare.org/hsapi/resource/978ad72af2d248febfc7eb6342a6b436/scimeta/,Joanne Greenberg,http://www.hydroshare.org/hsapi/resource/978ad72af2d248febfc7eb6342a6b436/map/,False,"LNWB Ch08 Water Management - industrial, residential, and commercial water use - data",True,True,False,08-08-2016,http://www.hydroshare.org/resource/978ad72af2d248febfc7eb6342a6b436/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 49.001398397681776, u'projection': u'WGS84 EPSG:4326', u'units': [u'Decimal degrees'], u'southlimit': 48.64750494283246, u'eastlimit': -121.89665501016462, u'westlimit': -122.63154945477677}}]",286e23da15f146c18adf2400f17e4a4c,10-22-2017,http://www.hydroshare.org/django_irods/download/bags/286e23da15f146c18adf2400f17e4a4c.zip,http://www.hydroshare.org/hsapi/resource/286e23da15f146c18adf2400f17e4a4c/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/286e23da15f146c18adf2400f17e4a4c/map/,False,LNWB Ch09 Artificial Drainage,True,True,False,08-08-2016,http://www.hydroshare.org/resource/286e23da15f146c18adf2400f17e4a4c/,True,CollectionResource
[],256a03118d224d638f53eb68f72955e7,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/256a03118d224d638f53eb68f72955e7.zip,http://www.hydroshare.org/hsapi/resource/256a03118d224d638f53eb68f72955e7/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/256a03118d224d638f53eb68f72955e7/map/,False,LNWB Ch09 Artificial Drainage - Procedures,True,True,False,08-08-2016,http://www.hydroshare.org/resource/256a03118d224d638f53eb68f72955e7/,True,GenericResource
[],d3a67c0472e24f6eb6d94fc300171f8a,08-19-2016,http://www.hydroshare.org/django_irods/download/bags/d3a67c0472e24f6eb6d94fc300171f8a.zip,http://www.hydroshare.org/hsapi/resource/d3a67c0472e24f6eb6d94fc300171f8a/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/d3a67c0472e24f6eb6d94fc300171f8a/map/,False,LNWB Ch09 Artificial Drainage - geodatabase,True,True,False,08-08-2016,http://www.hydroshare.org/resource/d3a67c0472e24f6eb6d94fc300171f8a/,True,GenericResource
[],d5c5b4038e47488c86dc62db73f0a08d,11-17-2017,http://www.hydroshare.org/django_irods/download/bags/d5c5b4038e47488c86dc62db73f0a08d.zip,http://www.hydroshare.org/hsapi/resource/d5c5b4038e47488c86dc62db73f0a08d/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/d5c5b4038e47488c86dc62db73f0a08d/map/,False,LNWB Ch10 Stream Flow,True,True,False,08-08-2016,http://www.hydroshare.org/resource/d5c5b4038e47488c86dc62db73f0a08d/,True,CollectionResource
[],fc69b708427a42a0b0994bc6a748b249,08-18-2016,http://www.hydroshare.org/django_irods/download/bags/fc69b708427a42a0b0994bc6a748b249.zip,http://www.hydroshare.org/hsapi/resource/fc69b708427a42a0b0994bc6a748b249/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/fc69b708427a42a0b0994bc6a748b249/map/,False,LNWB Ch10 Stream Flow - model processes,True,True,False,08-08-2016,http://www.hydroshare.org/resource/fc69b708427a42a0b0994bc6a748b249/,True,GenericResource
[],ba69c0a28b5640e6ac18fe33a00c4011,08-18-2016,http://www.hydroshare.org/django_irods/download/bags/ba69c0a28b5640e6ac18fe33a00c4011.zip,http://www.hydroshare.org/hsapi/resource/ba69c0a28b5640e6ac18fe33a00c4011/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/ba69c0a28b5640e6ac18fe33a00c4011/map/,False,LNWB Ch10 Stream Flow - flow geodatabase,True,True,False,08-08-2016,http://www.hydroshare.org/resource/ba69c0a28b5640e6ac18fe33a00c4011/,True,GenericResource
[],972094e5e7344f088820df9e9cc153a1,08-18-2016,http://www.hydroshare.org/django_irods/download/bags/972094e5e7344f088820df9e9cc153a1.zip,http://www.hydroshare.org/hsapi/resource/972094e5e7344f088820df9e9cc153a1/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/972094e5e7344f088820df9e9cc153a1/map/,False,LNWB Ch10 Stream Flow - flow data,True,True,False,08-08-2016,http://www.hydroshare.org/resource/972094e5e7344f088820df9e9cc153a1/,True,GenericResource
